Jogador;Time;id_time;Numeração;Nação;Posição;Idade;Gols;Assistências;CrtsA;CrtV;Contatos;Div;Crts;Bloqueios;xG;xAG;Cmp;Att;Cmp%;Conduções;Data
Lucas Di Yorio;Athletico Paranaense;1;7;ARG;FW;27;0;0;0;0;30.0;0.0;0;1.0;0.2;0.0;9.0;22.0;40,9;15.0;22/09/2024
Gonzalo Mastriani;Athletico Paranaense;1;9;URU;FW;31;0;0;0;0;3.0;0.0;0;0.0;0.0;0.0;1.0;2.0;50;1.0;22/09/2024
Julimar;Athletico Paranaense;1;20;BRA;LW;23;0;0;0;0;33.0;3.0;0;1.0;0.0;0.3;12.0;23.0;52,2;13.0;22/09/2024
Tomás Cuello;Athletico Paranaense;1;28;ARG;RW;24;0;0;0;0;35.0;0.0;0;0.0;0.1;0.2;18.0;24.0;75;22.0;22/09/2024
Bruno Praxedes;Athletico Paranaense;1;8;BRA;LM;22;0;0;0;0;38.0;2.0;1;3.0;0.0;0.0;21.0;26.0;80,8;11.0;22/09/2024
Gabriel;Athletico Paranaense;1;3;BRA;CM;32;0;0;1;0;35.0;1.0;1;1.0;0.0;0.0;26.0;29.0;89,7;10.0;22/09/2024
Filipinho;Athletico Paranaense;1;23;BRA;CM;22;0;0;1;0;5.0;2.0;1;0.0;0.1;0.0;0.0;0.0;;2.0;22/09/2024
João Machado Cruz;Athletico Paranaense;1;57;BRA;RM;18;0;0;0;0;14.0;1.0;1;1.0;0.0;0.0;4.0;6.0;66,7;2.0;22/09/2024
Christian;Athletico Paranaense;1;88;BRA;RM;23;0;0;0;0;21.0;4.0;0;0.0;0.1;0.0;6.0;9.0;66,7;7.0;22/09/2024
Lucas Esquivel;Athletico Paranaense;1;37;ARG;LB;22;0;0;0;0;48.0;1.0;2;1.0;0.0;0.0;22.0;39.0;56,4;12.0;22/09/2024
Thiago Heleno;Athletico Paranaense;1;44;BRA;CB;36;0;0;0;0;51.0;2.0;1;4.0;0.0;0.0;21.0;34.0;61,8;19.0;22/09/2024
Kaique Rocha;Athletico Paranaense;1;4;BRA;CB;23;0;0;0;0;41.0;1.0;4;1.0;0.0;0.0;18.0;25.0;72;12.0;22/09/2024
Mádson;Athletico Paranaense;1;22;BRA;RB;32;0;0;0;0;38.0;1.0;1;2.0;0.0;0.0;18.0;26.0;69,2;8.0;22/09/2024
Mycael;Athletico Paranaense;1;41;BRA;GK;20;0;0;0;0;45.0;0.0;0;0.0;0.0;0.0;24.0;38.0;63,2;21.0;22/09/2024
Juan Martín Lucero;Fortaleza;12;197;ARG;FW;32;0;0;1;0;15.0;2.0;0;0.0;0.1;0.0;5.0;7.0;71,4;7.0;21/09/2024
Renato Kayser;Fortaleza;12;79;BRA;FW;28;1;0;0;0;7.0;0.0;0;0.0;0.2;0.0;5.0;6.0;83,3;7.0;21/09/2024
Leandro Emmanuel Martínez;Fortaleza;12;8;ARG;LW;30;0;1;0;0;46.0;3.0;0;0.0;0.1;0.2;37.0;40.0;92,5;18.0;21/09/2024
Marinho;Fortaleza;12;11;BRA;RW;34;2;0;0;0;39.0;2.0;1;1.0;0.2;0.0;16.0;22.0;72,7;24.0;21/09/2024
Yago Pikachu;Fortaleza;12;22;BRA;RW;32;0;0;0;0;6.0;0.0;0;0.0;0.0;0.0;2.0;3.0;66,7;4.0;21/09/2024
Hércules;Fortaleza;12;35;BRA;AM;23;0;0;0;0;36.0;2.0;0;1.0;0.0;0.1;21.0;29.0;72,4;18.0;21/09/2024
Tomas Pochettino;Fortaleza;12;7;ARG;AM;28;1;0;0;0;14.0;0.0;0;0.0;0.9;0.0;4.0;9.0;44,4;5.0;21/09/2024
José Welison;Fortaleza;12;17;BRA;DM;29;0;1;0;1;52.0;2.0;1;0.0;0.0;0.0;32.0;43.0;74,4;28.0;21/09/2024
Matheus Rossetto;Fortaleza;12;16;BRA;DM;28;0;0;1;0;60.0;2.0;1;0.0;0.0;0.0;50.0;54.0;92,6;40.0;21/09/2024
Pedro Borges;Fortaleza;12;28;BRA;DM;27;0;0;0;0;7.0;0.0;1;1.0;0.0;0.0;3.0;5.0;60;1.0;21/09/2024
Eros Mancuso;Fortaleza;12;33;ARG;LB;25;0;0;0;0;52.0;1.0;1;2.0;0.0;0.0;36.0;41.0;87,8;25.0;21/09/2024
Guilherme Tinga;Fortaleza;12;2;BRA;LB;31;0;0;0;0;6.0;0.0;0;1.0;0.0;0.0;4.0;5.0;80;2.0;21/09/2024
Tomás Cardona;Fortaleza;12;25;ARG;CB;28;0;0;0;0;66.0;8.0;1;2.0;0.0;0.0;42.0;51.0;82,4;31.0;21/09/2024
Benjamín Kuscevic;Fortaleza;12;13;CHI;CB;28;0;0;0;0;43.0;1.0;1;2.0;0.0;0.0;29.0;34.0;85,3;20.0;21/09/2024
Emanuel Brítez;Fortaleza;12;19;ARG;RB;32;0;1;0;0;51.0;1.0;3;1.0;0.0;0.1;30.0;43.0;69,8;22.0;21/09/2024
João Ricardo Riedi;Fortaleza;12;1;BRA;GK;36;0;0;0;0;18.0;0.0;0;0.0;0.0;0.0;14.0;17.0;82,4;8.0;21/09/2024
Thaciano;Bahia;4;16;BRA;FW;29;0;0;0;0;12.0;1.0;1;0.0;0.0;0.0;6.0;6.0;100;7.0;21/09/2024
Rafael Ratão;Bahia;4;21;BRA;FW;28;0;0;0;0;30.0;0.0;0;0.0;0.1;0.0;21.0;25.0;84;24.0;21/09/2024
Everaldo Stum;Bahia;4;9;BRA;FW;33;1;0;0;0;26.0;3.0;0;0.0;0.2;0.0;11.0;15.0;73,3;15.0;21/09/2024
Luciano Rodríguez;Bahia;4;17;URU;AM;21;0;0;0;0;9.0;0.0;0;0.0;0.0;0.0;6.0;7.0;85,7;8.0;21/09/2024
Cauly Oliveira Souza;Bahia;4;8;BRA;AM;29;0;1;0;0;26.0;0.0;0;0.0;0.0;0.1;20.0;25.0;80;24.0;21/09/2024
Ademir Santos;Bahia;4;7;BRA;FW;29;0;0;0;0;12.0;2.0;0;0.0;0.0;0.0;5.0;8.0;62,5;11.0;21/09/2024
Jean Lucas;Bahia;4;6;BRA;LM;26;0;0;1;0;47.0;1.0;1;0.0;0.0;0.0;34.0;38.0;89,5;37.0;21/09/2024
Caio Alexandre;Bahia;4;19;BRA;CM;25;0;0;0;0;90.0;1.0;0;0.0;0.0;0.0;75.0;84.0;89,3;66.0;21/09/2024
Everton Ribeiro;Bahia;4;10;BRA;RM;35;0;0;0;0;54.0;1.0;1;2.0;0.0;0.0;39.0;49.0;79,6;41.0;21/09/2024
Carlos de Pena;Bahia;4;14;URU;RM;32;0;0;0;0;28.0;1.0;0;0.0;0.0;0.0;21.0;26.0;80,8;20.0;21/09/2024
Luciano Juba;Bahia;4;46;BRA;LB;25;0;0;0;0;98.0;5.0;3;1.0;0.0;0.0;77.0;85.0;90,6;69.0;21/09/2024
Víctor Cuesta;Bahia;4;15;ARG;CB;35;0;0;0;0;68.0;0.0;0;2.0;0.0;0.0;63.0;66.0;95,5;59.0;21/09/2024
Rezende;Bahia;4;5;BRA;CB;29;0;0;0;0;51.0;5.0;0;0.0;0.0;0.0;44.0;44.0;100;37.0;21/09/2024
Santiago Arias;Bahia;4;13;COL;RB;32;0;0;0;0;77.0;3.0;1;0.0;0.0;0.1;62.0;74.0;83,8;54.0;21/09/2024
Marcos Felipe;Bahia;4;22;BRA;GK;28;0;0;0;0;50.0;0.0;0;0.0;0.0;0.0;43.0;46.0;93,5;32.0;21/09/2024
Martin Braithwaite;Grêmio;13;22;DEN;FW;33;0;0;0;0;31.0;0.0;0;0.0;0.6;0.0;13.0;18.0;72,2;16.0;25/09/2024
Matias Arezo;Grêmio;13;9;URU;FW;21;0;0;0;0;9.0;0.0;0;0.0;0.0;0.0;6.0;9.0;66,7;6.0;25/09/2024
Yeferson Soteldo;Grêmio;13;7;VEN;LW,LM;27;0;0;0;0;66.0;0.0;1;1.0;0.0;0.5;45.0;62.0;72,6;48.0;25/09/2024
Miguel Monsalve;Grêmio;13;11;COL;RW,RM;20;0;0;1;0;49.0;2.0;0;0.0;0.2;0.1;31.0;37.0;83,8;23.0;25/09/2024
Alexander Aravena;Grêmio;13;16;CHI;RM;22;0;0;0;0;6.0;0.0;0;0.0;0.0;0.0;4.0;4.0;100;6.0;25/09/2024
Franco Cristaldo;Grêmio;13;10;ARG;AM;28;0;0;0;0;38.0;0.0;0;1.0;0.0;0.0;23.0;32.0;71,9;20.0;25/09/2024
Diego Costa;Grêmio;13;19;ESP;FW;35;0;1;1;0;13.0;0.0;0;0.0;0.1;0.2;9.0;11.0;81,8;11.0;25/09/2024
Mathías Villasanti;Grêmio;13;20;PAR;DM,CM;27;1;0;0;0;116.0;4.0;0;1.0;0.1;0.3;94.0;103.0;91,3;72.0;25/09/2024
Dodi;Grêmio;13;17;BRA;DM,CM;28;0;0;0;0;48.0;1.0;0;1.0;0.0;0.0;33.0;38.0;86,8;32.0;25/09/2024
Ronald;Grêmio;13;35;BRA;CM;21;0;0;0;0;10.0;0.0;0;0.0;0.0;0.0;9.0;10.0;90;7.0;25/09/2024
Reinaldo;Grêmio;13;6;BRA;LB;34;0;0;0;0;82.0;5.0;1;1.0;0.0;0.0;55.0;69.0;79,7;40.0;25/09/2024
Gustavo Martins Santos;Grêmio;13;53;BRA;CB;22;0;0;0;0;102.0;1.0;1;1.0;0.6;0.0;83.0;89.0;93,3;72.0;25/09/2024
Rodrigo Caio;Grêmio;13;30;BRA;CB;31;0;0;0;0;94.0;3.0;1;1.0;0.0;0.0;81.0;86.0;94,2;68.0;25/09/2024
João Pedro;Grêmio;13;18;BRA;RB;27;0;0;0;0;59.0;0.0;0;0.0;0.1;0.0;45.0;54.0;83,3;35.0;25/09/2024
Edenílson;Grêmio;13;15;BRA;RB;34;0;0;0;0;11.0;0.0;0;0.0;0.0;0.0;11.0;11.0;100;11.0;25/09/2024
Agustín Marchesín;Grêmio;13;1;ARG;GK;36;0;0;0;0;29.0;0.0;0;0.0;0.0;0.0;26.0;28.0;92,9;17.0;25/09/2024
Arthur;Criciúma;7;45;BRA;FW;32;1;1;0;0;22.0;0.0;0;1.0;0.4;0.1;11.0;14.0;78,6;9.0;25/09/2024
Felipe Vizeu;Criciúma;7;9;BRA;FW;27;0;0;0;0;4.0;0.0;0;0.0;0.0;0.0;2.0;2.0;100;3.0;25/09/2024
Fellipe Mateus;Criciúma;7;7;BRA;LM;33;0;0;1;0;33.0;0.0;1;1.0;0.1;0.0;21.0;25.0;84;13.0;25/09/2024
Jhonata Robert;Criciúma;7;50;BRA;LM;24;0;0;0;0;15.0;1.0;0;0.0;0.1;0.0;10.0;11.0;90,9;10.0;25/09/2024
Matheusinho;Criciúma;7;17;BRA;CM;26;0;0;1;0;46.0;3.0;0;2.0;0.0;0.0;22.0;30.0;73,3;24.0;25/09/2024
Newton;Criciúma;7;8;BRA;CM;24;0;0;1;0;52.0;3.0;1;1.0;0.0;0.1;33.0;40.0;82,5;29.0;25/09/2024
Allano;Criciúma;7;2;BRA;RM;29;0;0;0;0;58.0;5.0;0;0.0;0.1;0.0;32.0;41.0;78;33.0;25/09/2024
Barreto;Criciúma;7;88;BRA;DM;28;0;0;0;0;31.0;3.0;1;0.0;0.0;0.0;17.0;25.0;68;12.0;25/09/2024
Walisson Maia;Criciúma;7;33;BRA;CB;33;0;0;1;0;3.0;0.0;0;1.0;0.0;0.0;1.0;1.0;100;0.0;25/09/2024
Marcelo Hermes;Criciúma;7;22;BRA;LB;29;0;0;0;0;56.0;1.0;3;1.0;0.0;0.0;28.0;43.0;65,1;19.0;25/09/2024
Tobias Figueiredo;Criciúma;7;29;POR;CB;30;0;0;0;0;43.0;1.0;1;5.0;0.0;0.0;19.0;25.0;76;13.0;25/09/2024
Rodrigo Fagundes;Criciúma;7;3;BRA;CB;37;0;0;0;0;53.0;1.0;2;2.0;0.0;0.0;30.0;35.0;85,7;24.0;25/09/2024
Luis Eduardo Marques dos Santos;Criciúma;7;20;BRA;RB;27;0;0;0;0;25.0;1.0;0;1.0;0.0;0.0;17.0;19.0;89,5;11.0;25/09/2024
Claudinho;Criciúma;7;27;BRA;RB;24;0;0;0;0;27.0;6.0;0;2.0;0.0;0.1;12.0;19.0;63,2;11.0;25/09/2024
Gustavo;Criciúma;7;1;BRA;GK;31;0;0;0;0;24.0;0.0;0;0.0;0.0;0.0;19.0;23.0;82,6;14.0;25/09/2024
Jhonatan Jowjow;Red Bull Bragantino;17;6;BRA;FW;22;1;0;0;0;23.0;1.0;0;1.0;0.1;0.0;12.0;16.0;75;15.0;25/09/2024
Eduardo Sasha;Red Bull Bragantino;17;19;BRA;FW;32;0;1;0;0;17.0;0.0;0;0.0;0.0;0.1;11.0;14.0;78,6;7.0;25/09/2024
Gustavinho;Red Bull Bragantino;17;22;BRA;FW;20;0;0;0;0;18.0;0.0;0;0.0;0.0;0.2;11.0;13.0;84,6;8.0;25/09/2024
Lincoln;Red Bull Bragantino;17;10;BRA;CM;25;0;0;0;0;20.0;1.0;0;1.0;0.0;0.0;12.0;17.0;70,6;12.0;25/09/2024
Jadsom;Red Bull Bragantino;17;5;BRA;CM;23;0;0;0;0;25.0;0.0;1;0.0;0.0;0.0;17.0;23.0;73,9;10.0;25/09/2024
Matheus Fernandes;Red Bull Bragantino;17;35;BRA;CM;26;0;0;0;0;38.0;3.0;1;1.0;0.0;0.0;18.0;26.0;69,2;20.0;25/09/2024
Sergio Palacios;Red Bull Bragantino;17;13;COL;RB,CB;19;0;0;1;0;8.0;0.0;1;0.0;0.0;0.0;4.0;6.0;66,7;5.0;25/09/2024
Lucas Evangelista;Red Bull Bragantino;17;8;BRA;CM;29;0;1;0;0;49.0;4.0;2;0.0;0.1;0.2;30.0;36.0;83,3;24.0;25/09/2024
Vitinho;Red Bull Bragantino;17;28;BRA;WB,RM;25;1;0;0;0;35.0;0.0;0;0.0;0.8;0.0;17.0;28.0;60,7;22.0;25/09/2024
Henry Mosquera;Red Bull Bragantino;17;30;COL;WB;22;0;0;0;0;32.0;0.0;2;0.0;0.0;0.0;19.0;24.0;79,2;19.0;25/09/2024
Vinicius Mendonça;Red Bull Bragantino;17;54;BRA;LM,WB;20;0;0;1;0;13.0;0.0;1;1.0;0.0;0.0;5.0;9.0;55,6;10.0;25/09/2024
Luan Cândido;Red Bull Bragantino;17;36;BRA;CB,CM;23;0;0;1;0;70.0;0.0;0;1.0;0.0;0.0;46.0;65.0;70,8;38.0;25/09/2024
Pedro Henrique;Red Bull Bragantino;17;14;BRA;CB;28;0;0;0;0;48.0;2.0;1;1.0;0.0;0.0;27.0;36.0;75;26.0;25/09/2024
Douglas Mendes;Red Bull Bragantino;17;39;BRA;CB;20;0;0;0;0;58.0;1.0;3;0.0;0.0;0.0;38.0;46.0;82,6;34.0;25/09/2024
Cleiton Schwengber;Red Bull Bragantino;17;1;BRA;GK;27;0;0;0;0;40.0;0.0;0;0.0;0.0;0.0;25.0;33.0;75,8;23.0;25/09/2024
Rafael Borré;Internacional;14;19;COL;FW;29;1;0;1;0;40.0;0.0;1;0.0;0.4;0.1;18.0;25.0;72;22.0;25/09/2024
Enner Valencia;Internacional;14;13;ECU;FW;34;1;0;0;0;12.0;0.0;0;0.0;0.5;0.0;5.0;5.0;100;7.0;25/09/2024
Wesley;Internacional;14;21;BRA;LW;25;0;0;0;0;37.0;0.0;0;0.0;0.3;0.2;21.0;24.0;87,5;23.0;25/09/2024
Gustavo Prado;Internacional;14;47;BRA;LW;19;0;0;0;0;11.0;0.0;0;0.0;0.3;0.0;4.0;6.0;66,7;9.0;25/09/2024
Gabriel Carvalho;Internacional;14;34;BRA;RW;17;0;0;0;0;51.0;0.0;0;3.0;0.1;0.2;31.0;42.0;73,8;33.0;25/09/2024
Wanderson;Internacional;14;11;BRA;RW;29;0;0;0;0;11.0;0.0;0;0.0;0.0;0.1;9.0;10.0;90;5.0;25/09/2024
Alan Patrick;Internacional;14;10;BRA;AM;33;0;1;0;0;59.0;2.0;0;1.0;0.4;0.5;34.0;49.0;69,4;32.0;25/09/2024
Thiago Maia;Internacional;14;29;BRA;DM;27;0;0;0;0;33.0;1.0;1;0.0;0.1;0.0;21.0;27.0;77,8;14.0;25/09/2024
Bruno Henrique;Internacional;14;8;BRA;DM;34;0;0;0;0;7.0;0.0;0;0.0;0.1;0.2;5.0;6.0;83,3;3.0;25/09/2024
Fernando;Internacional;14;5;BRA;DM;37;0;0;0;0;52.0;1.0;0;1.0;0.0;0.0;38.0;45.0;84,4;26.0;25/09/2024
Alexandro Bernabei;Internacional;14;26;ARG;LB;24;0;1;0;0;73.0;0.0;0;3.0;0.0;0.6;55.0;67.0;82,1;29.0;25/09/2024
Vitão;Internacional;14;44;BRA;CB;24;0;0;1;0;54.0;1.0;1;0.0;0.0;0.0;45.0;50.0;90;32.0;25/09/2024
Agustín Rogel;Internacional;14;18;URU;CB;26;0;0;0;0;14.0;0.0;0;0.0;0.0;0.0;13.0;13.0;100;8.0;25/09/2024
Igor Gomes;Internacional;14;3;BRA;CB;23;0;0;0;0;53.0;1.0;0;1.0;0.0;0.0;41.0;47.0;87,2;29.0;25/09/2024
Bruno Gomes;Internacional;14;15;BRA;RB;23;0;0;0;0;77.0;1.0;0;0.0;0.0;0.0;51.0;71.0;71,8;31.0;25/09/2024
Sergio Rochet;Internacional;14;1;URU;GK;31;0;0;0;0;34.0;0.0;0;0.0;0.0;0.0;24.0;34.0;70,6;17.0;25/09/2024
José López;Palmeiras;16;42;ARG;FW;23;0;0;0;0;32.0;0.0;0;0.0;0.4;0.0;4.0;12.0;33,3;21.0;28/09/2024
Vitor Reis;Palmeiras;16;44;BRA;CB;18;0;0;0;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;28/09/2024
Felipe Anderson;Palmeiras;16;9;BRA;LW;31;0;0;0;0;40.0;1.0;0;2.0;0.4;0.1;25.0;32.0;78,1;23.0;28/09/2024
Rony;Palmeiras;16;10;BRA;AM,LW,FW;29;0;0;0;0;5.0;0.0;0;0.0;0.0;0.0;1.0;2.0;50;2.0;28/09/2024
Raphael Veiga;Palmeiras;16;23;BRA;RW,DM;29;2;0;0;0;47.0;0.0;1;3.0;1.7;0.0;29.0;36.0;80,6;21.0;28/09/2024
Gabriel Menino;Palmeiras;16;25;BRA;CM,DM;23;0;0;0;0;3.0;0.0;0;0.0;0.0;0.0;0.0;3.0;0;0.0;28/09/2024
Mauricio;Palmeiras;16;18;BRA;AM;23;0;0;0;0;32.0;0.0;0;2.0;0.0;0.4;24.0;28.0;85,7;19.0;28/09/2024
Lázaro;Palmeiras;16;17;BRA;LW,AM,LM;22;0;0;0;0;10.0;2.0;0;0.0;0.0;0.0;4.0;4.0;100;5.0;28/09/2024
Fabinho;Palmeiras;16;35;BRA;DM;22;0;0;1;0;29.0;0.0;0;1.0;0.0;0.0;21.0;23.0;91,3;15.0;28/09/2024
Dudu;Palmeiras;16;7;BRA;RW,RM;32;0;0;0;0;10.0;0.0;0;0.0;0.1;0.0;3.0;6.0;50;7.0;28/09/2024
Aníbal Moreno;Palmeiras;16;5;ARG;DM,CM;25;0;0;0;0;64.0;4.0;2;1.0;0.0;0.0;41.0;51.0;80,4;31.0;28/09/2024
Caio Paulista;Palmeiras;16;16;BRA;LB;26;0;0;0;0;51.0;0.0;1;0.0;0.0;0.0;34.0;41.0;82,9;28.0;28/09/2024
Murilo Cerqueira;Palmeiras;16;26;BRA;CB;27;0;0;1;0;42.0;3.0;1;0.0;0.0;0.2;24.0;30.0;80;15.0;28/09/2024
Gustavo Gómez;Palmeiras;16;15;PAR;CB;31;0;0;0;0;41.0;1.0;1;0.0;0.0;0.0;22.0;32.0;68,8;21.0;28/09/2024
Agustín Giay;Palmeiras;16;4;ARG;RB;20;0;0;0;0;45.0;0.0;1;1.0;0.0;0.0;32.0;39.0;82,1;23.0;28/09/2024
Wéverton;Palmeiras;16;21;BRA;GK;36;0;0;0;0;37.0;0.0;0;0.0;0.0;0.0;24.0;37.0;64,9;27.0;28/09/2024
Deyverson;Atlético Mineiro;3;9;BRA;FW;33;0;0;0;0;21.0;0.0;0;0.0;0.0;0.0;10.0;17.0;58,8;11.0;28/09/2024
Eduardo Vargas;Atlético Mineiro;3;11;CHI;FW,WB;34;0;0;0;0;4.0;0.0;0;0.0;0.0;0.0;3.0;3.0;100;4.0;28/09/2024
Hulk;Atlético Mineiro;3;7;BRA;FW;38;1;0;0;0;34.0;0.0;0;2.0;0.2;0.0;13.0;23.0;56,5;19.0;28/09/2024
Igor Gomes;Atlético Mineiro;3;17;BRA;CM;25;0;0;1;0;25.0;0.0;0;1.0;0.0;0.0;14.0;21.0;66,7;14.0;28/09/2024
Carlos Eduardo;Atlético Mineiro;3;42;BRA;WB;20;0;0;0;0;14.0;1.0;1;0.0;0.0;0.0;9.0;10.0;90;7.0;28/09/2024
Alan Franco;Atlético Mineiro;3;23;ECU;CM;26;0;0;0;0;30.0;0.0;0;0.0;0.0;0.0;22.0;30.0;73,3;20.0;28/09/2024
Fausto Vera;Atlético Mineiro;3;18;ARG;CM;24;0;0;0;0;59.0;3.0;1;1.0;0.1;0.0;30.0;39.0;76,9;31.0;28/09/2024
Rubens;Atlético Mineiro;3;44;BRA;WB;23;0;0;1;0;47.0;5.0;2;0.0;0.0;0.2;28.0;36.0;77,8;26.0;28/09/2024
Alan Kardec;Atlético Mineiro;3;14;BRA;FW;35;0;0;0;0;3.0;0.0;0;0.0;0.0;0.0;1.0;1.0;100;0.0;28/09/2024
Gustavo Scarpa;Atlético Mineiro;3;6;BRA;WB;30;0;0;0;0;41.0;1.0;0;0.0;0.0;0.0;27.0;36.0;75;25.0;28/09/2024
Guilherme Arana;Atlético Mineiro;3;13;BRA;CM;27;0;0;0;0;18.0;0.0;0;0.0;0.0;0.0;10.0;15.0;66,7;12.0;28/09/2024
Júnior Alonso;Atlético Mineiro;3;8;PAR;CB;31;0;0;0;0;75.0;2.0;2;0.0;0.0;0.0;55.0;62.0;88,7;50.0;28/09/2024
Rodrigo Battaglia;Atlético Mineiro;3;21;ARG;CB;33;0;0;0;0;89.0;1.0;0;1.0;0.0;0.0;61.0;75.0;81,3;60.0;28/09/2024
Bruno Fuchs;Atlético Mineiro;3;3;BRA;CB;25;0;0;0;0;69.0;2.0;1;2.0;0.0;0.0;50.0;58.0;86,2;42.0;28/09/2024
Éverson;Atlético Mineiro;3;22;BRA;GK;34;0;0;0;0;56.0;1.0;0;0.0;0.0;0.0;45.0;47.0;95,7;29.0;28/09/2024
Gilberto;Juventude;15;9;BRA;FW;35;0;0;0;0;16.0;0.0;0;1.0;0.0;0.0;4.0;6.0;66,7;8.0;29/09/2024
Ronie Carrillo;Juventude;15;79;ECU;FW;28;0;0;0;0;8.0;0.0;0;0.0;0.0;0.1;3.0;5.0;60;3.0;29/09/2024
Edson Carioca;Juventude;15;17;BRA;LW;27;0;0;0;0;20.0;0.0;0;0.0;0.2;0.0;7.0;11.0;63,6;15.0;29/09/2024
Ewerton;Juventude;15;14;BRA;LW;23;0;0;0;0;15.0;1.0;0;0.0;0.0;0.0;10.0;11.0;90,9;10.0;29/09/2024
Jadson;Juventude;15;16;BRA;DM,RW;31;0;0;0;0;51.0;3.0;2;2.0;0.0;0.1;37.0;40.0;92,5;34.0;29/09/2024
Nenê;Juventude;15;10;BRA;AM;43;0;0;0;0;20.0;1.0;0;0.0;0.0;0.1;11.0;16.0;68,8;12.0;29/09/2024
Marcelinho;Juventude;15;11;BRA;RW;21;0;0;0;0;15.0;0.0;0;0.0;0.0;0.0;8.0;10.0;80;12.0;29/09/2024
Luis Oyama;Juventude;15;5;BRA;DM;27;0;0;1;0;30.0;0.0;2;0.0;0.0;0.0;22.0;28.0;78,6;21.0;29/09/2024
Luis Mandaca;Juventude;15;44;BRA;AM;22;1;0;0;0;19.0;0.0;0;2.0;0.4;0.0;5.0;7.0;71,4;11.0;29/09/2024
Ronaldo;Juventude;15;96;BRA;DM;27;0;0;0;0;43.0;1.0;0;1.0;0.0;0.0;32.0;37.0;86,5;24.0;29/09/2024
Thiaguinho;Juventude;15;8;BRA;DM;27;0;0;0;0;10.0;0.0;0;1.0;0.0;0.0;7.0;8.0;87,5;6.0;29/09/2024
Alan Ruschel;Juventude;15;28;BRA;LB;35;0;0;0;0;55.0;3.0;0;0.0;0.0;0.1;35.0;48.0;72,9;24.0;29/09/2024
Lucas Freitas;Juventude;15;43;BRA;CB;23;0;0;0;0;61.0;0.0;2;3.0;0.1;0.0;45.0;51.0;88,2;40.0;29/09/2024
Danilo Boza;Juventude;15;4;BRA;CB;26;0;0;0;0;61.0;0.0;3;0.0;0.1;0.0;50.0;53.0;94,3;46.0;29/09/2024
João Lucas;Juventude;15;2;BRA;RB;26;0;1;0;0;65.0;2.0;1;0.0;0.1;0.5;34.0;56.0;60,7;33.0;29/09/2024
Gabriel;Juventude;15;1;BRA;GK;32;0;0;0;0;42.0;0.0;0;0.0;0.0;0.0;30.0;40.0;75;30.0;29/09/2024
Eduardo Sasha;Red Bull Bragantino;17;19;BRA;FW;32;0;0;1;0;33.0;1.0;0;0.0;0.2;0.1;20.0;26.0;76,9;17.0;29/09/2024
Jhonatan Jowjow;Red Bull Bragantino;17;6;BRA;LM;22;0;0;1;0;26.0;2.0;0;2.0;0.0;0.0;12.0;18.0;66,7;17.0;29/09/2024
Arthur;Red Bull Bragantino;17;27;BRA;FW,LM;21;0;0;0;0;13.0;0.0;0;0.0;0.1;0.5;7.0;8.0;87,5;6.0;29/09/2024
Lucas Evangelista;Red Bull Bragantino;17;8;BRA;CM;29;0;0;0;0;28.0;0.0;0;0.0;0.1;0.1;18.0;22.0;81,8;13.0;29/09/2024
Ivan Cavaleiro;Red Bull Bragantino;17;9;POR;LM;30;0;0;0;0;13.0;1.0;0;0.0;0.2;0.0;6.0;7.0;85,7;8.0;29/09/2024
Jadsom;Red Bull Bragantino;17;5;BRA;CM;23;0;0;0;0;21.0;2.0;0;0.0;0.0;0.0;12.0;16.0;75;11.0;29/09/2024
Henry Mosquera;Red Bull Bragantino;17;30;COL;RM,CM;22;0;0;0;0;21.0;1.0;0;0.0;0.5;0.2;13.0;15.0;86,7;15.0;29/09/2024
Vitinho;Red Bull Bragantino;17;28;BRA;RM,LM;25;0;0;1;0;24.0;0.0;1;0.0;0.0;0.0;12.0;20.0;60;16.0;29/09/2024
Lincoln;Red Bull Bragantino;17;10;BRA;CM;25;0;0;0;0;21.0;1.0;1;0.0;0.0;0.0;14.0;18.0;77,8;13.0;29/09/2024
Matheus Fernandes;Red Bull Bragantino;17;35;BRA;DM;26;0;0;1;0;19.0;2.0;1;1.0;0.0;0.0;13.0;13.0;100;9.0;29/09/2024
Raul;Red Bull Bragantino;17;23;BRA;CM;28;0;0;0;0;19.0;0.0;0;1.0;0.0;0.0;12.0;16.0;75;12.0;29/09/2024
Guilherme;Red Bull Bragantino;17;31;BRA;LB;22;0;1;0;0;58.0;2.0;1;1.0;0.0;0.1;34.0;45.0;75,6;28.0;29/09/2024
Eduardo Santos;Red Bull Bragantino;17;3;BRA;CB;26;1;0;0;0;45.0;1.0;2;0.0;0.0;0.0;27.0;35.0;77,1;25.0;29/09/2024
Pedro Henrique;Red Bull Bragantino;17;14;BRA;CB;28;0;0;0;0;52.0;2.0;2;0.0;0.1;0.0;33.0;45.0;73,3;28.0;29/09/2024
Douglas Mendes;Red Bull Bragantino;17;39;BRA;RB;20;0;0;1;0;63.0;3.0;3;0.0;0.1;0.0;36.0;52.0;69,2;28.0;29/09/2024
Cleiton Schwengber;Red Bull Bragantino;17;1;BRA;GK;27;0;0;1;0;33.0;0.0;0;0.0;0.0;0.0;21.0;31.0;67,7;19.0;29/09/2024
