Jogador;Time;id_time;Numeração;Nação;Posição;Idade;Gols;Assistências;CrtsA;CrtV;Contatos;Div;Crts;Bloqueios;xG;xAG;Cmp;Att;Cmp%;Conduções;Data
Paulo Henrique;Vasco da Gama;19;96;BRA;RB;27;0;0;0;0;55.0;4.0;0;2.0;0.0;0.1;35.0;45.0;77,8;26.0;22/06/2024
José Luis Rodríguez Bebanz;Vasco da Gama;19;2;URU;RB;27;0;0;0;0;14.0;2.0;0;0.0;0.0;0.0;3.0;10.0;30;3.0;22/06/2024
Léo Jardim;Vasco da Gama;19;1;BRA;GK;29;0;0;0;0;21.0;0.0;0;0.0;0.0;0.0;13.0;21.0;61,9;4.0;22/06/2024
André Silva;São Paulo;18;17;BRA;FW;27;1;0;0;0;36.0;0.0;0;1.0;0.0;0.1;18.0;24.0;75;20.0;22/06/2024
Jonathan Calleri;São Paulo;18;9;ARG;FW;30;0;0;0;0;12.0;0.0;1;0.0;0.1;0.0;5.0;8.0;62,5;4.0;22/06/2024
Wellington Rato;São Paulo;18;27;BRA;FW;31;0;0;0;0;31.0;2.0;0;0.0;0.0;0.0;20.0;28.0;71,4;15.0;22/06/2024
Rodrigo Nestor;São Paulo;18;11;BRA;LM;23;0;1;0;0;30.0;3.0;2;1.0;0.0;0.0;14.0;20.0;70;15.0;22/06/2024
Michel Araujo;São Paulo;18;15;URU;LM;27;0;0;0;0;43.0;4.0;0;1.0;0.1;0.0;27.0;34.0;79,4;22.0;22/06/2024
Lucas Moura;São Paulo;18;7;BRA;CM;31;0;0;0;0;46.0;0.0;0;0.0;0.0;0.0;30.0;32.0;93,8;22.0;22/06/2024
Giuliano Galoppo;São Paulo;18;8;ARG;RM;25;0;0;0;0;38.0;0.0;0;0.0;0.0;0.0;24.0;31.0;77,4;11.0;22/06/2024
Juan Santos;São Paulo;18;31;BRA;RM;22;0;0;0;0;8.0;0.0;0;0.0;0.0;0.0;5.0;5.0;100;3.0;22/06/2024
Luiz Gustavo;São Paulo;18;16;BRA;DM;36;0;0;0;0;79.0;2.0;1;1.0;0.0;0.0;59.0;68.0;86,8;53.0;22/06/2024
Patryck;São Paulo;18;36;BRA;LB;21;0;0;1;0;37.0;0.0;0;0.0;0.0;0.0;30.0;36.0;83,3;20.0;22/06/2024
Welington;São Paulo;18;6;BRA;LB;23;0;0;0;0;49.0;1.0;0;1.0;0.0;0.0;29.0;41.0;70,7;25.0;22/06/2024
Alan Franco;São Paulo;18;28;ARG;CB;27;0;0;0;0;74.0;0.0;0;1.0;0.0;0.0;63.0;65.0;96,9;43.0;22/06/2024
Diego;São Paulo;18;4;BRA;CB;24;0;0;0;0;67.0;2.0;0;1.0;0.0;0.0;52.0;57.0;91,2;39.0;22/06/2024
Igor Vinícius de Souza;São Paulo;18;2;BRA;RB;27;0;0;0;0;50.0;4.0;1;2.0;0.0;0.0;33.0;38.0;86,8;25.0;22/06/2024
Ferreira;São Paulo;18;47;BRA;RB;26;0;0;0;0;24.0;0.0;1;0.0;0.0;0.0;17.0;22.0;77,3;15.0;22/06/2024
Jandrei;São Paulo;18;93;BRA;GK;31;0;0;0;0;35.0;0.0;0;0.0;0.0;0.0;29.0;34.0;85,3;22.0;22/06/2024
Tiquinho Soares;Botafogo (RJ);5;9;BRA;FW;33;0;2;0;0;33.0;2.0;2;0.0;0.0;0.1;15.0;22.0;68,2;22.0;26/06/2024
Tchê Tchê;Botafogo (RJ);5;6;BRA;LW;31;0;0;0;0;37.0;1.0;1;1.0;0.0;0.0;21.0;31.0;67,7;20.0;26/06/2024
Luiz Henrique;Botafogo (RJ);5;7;BRA;RW;23;0;0;0;0;33.0;1.0;1;1.0;0.0;0.0;16.0;24.0;66,7;21.0;26/06/2024
Diego Hernández;Botafogo (RJ);5;77;URU;RW;24;0;0;0;0;8.0;0.0;0;0.0;0.0;0.0;4.0;5.0;80;3.0;26/06/2024
Carlos Eduardo;Botafogo (RJ);5;33;BRA;AM;34;2;0;0;0;41.0;1.0;0;0.0;0.2;0.0;28.0;35.0;80;23.0;26/06/2024
Patrick de Paula;Botafogo (RJ);5;8;BRA;AM;24;0;0;0;0;3.0;0.0;0;0.0;0.0;0.0;3.0;3.0;100;3.0;26/06/2024
Marlon Freitas;Botafogo (RJ);5;17;BRA;DM;29;0;0;0;0;49.0;1.0;0;1.0;0.0;0.0;40.0;45.0;88,9;25.0;26/06/2024
Danilo Barbosa;Botafogo (RJ);5;5;BRA;DM;28;0;0;0;0;53.0;2.0;1;0.0;0.2;0.0;31.0;40.0;77,5;20.0;26/06/2024
Fernando Marçal;Botafogo (RJ);5;21;BRA;CB,LB;35;0;0;1;0;74.0;2.0;3;1.0;0.1;0.2;47.0;61.0;77;32.0;26/06/2024
Bastos;Botafogo (RJ);5;15;ANG;CB;33;0;0;0;0;42.0;1.0;2;1.0;0.0;0.0;33.0;35.0;94,3;23.0;26/06/2024
Cuiabano;Botafogo (RJ);5;66;BRA;LB;21;0;0;0;0;29.0;1.0;0;1.0;0.0;0.0;17.0;23.0;73,9;14.0;26/06/2024
Lucas Halter;Botafogo (RJ);5;3;BRA;CB;24;0;0;1;0;62.0;2.0;1;0.0;0.0;0.0;47.0;53.0;88,7;45.0;26/06/2024
Damián Suárez;Botafogo (RJ);5;22;URU;RB;36;0;0;0;0;47.0;1.0;0;0.0;0.0;0.0;29.0;44.0;65,9;22.0;26/06/2024
John;Botafogo (RJ);5;12;BRA;GK;28;0;0;0;0;40.0;0.0;0;0.0;0.0;0.0;18.0;38.0;47,4;23.0;26/06/2024
Thiago Borbas;Red Bull Bragantino;17;18;URU;FW;22;0;0;0;0;14.0;1.0;0;0.0;0.3;0.0;7.0;8.0;87,5;9.0;26/06/2024
Talisson;Red Bull Bragantino;17;21;BRA;FW;22;0;0;0;0;10.0;0.0;0;0.0;0.1;0.0;1.0;4.0;25;9.0;26/06/2024
Lucas Evangelista;Red Bull Bragantino;17;8;BRA;LW,CM;29;1;0;0;0;47.0;1.0;1;1.0;0.6;0.1;33.0;39.0;84,6;25.0;26/06/2024
Helinho;Red Bull Bragantino;17;11;BRA;RW;24;0;1;1;0;34.0;0.0;0;1.0;0.0;0.5;19.0;29.0;65,5;18.0;26/06/2024
Ignacio Laquintana;Red Bull Bragantino;17;33;URU;RW;25;0;0;0;0;11.0;0.0;0;0.0;0.0;0.0;8.0;11.0;72,7;7.0;26/06/2024
Juninho Capixaba;Red Bull Bragantino;17;29;BRA;LM,CB;26;0;0;0;0;71.0;2.0;1;0.0;0.0;0.3;52.0;62.0;83,9;44.0;26/06/2024
Raul;Red Bull Bragantino;17;23;BRA;CM;27;0;0;0;0;25.0;1.0;1;1.0;0.0;0.0;18.0;20.0;90;13.0;26/06/2024
Eric Ramires;Red Bull Bragantino;17;7;BRA;CM;23;0;0;0;0;23.0;0.0;0;1.0;0.0;0.0;15.0;19.0;78,9;10.0;26/06/2024
Jadsom;Red Bull Bragantino;17;5;BRA;CM;23;0;0;0;0;26.0;2.0;0;0.0;0.0;0.0;15.0;18.0;83,3;12.0;26/06/2024
Lincoln;Red Bull Bragantino;17;10;BRA;LW,CM;25;0;0;1;0;37.0;2.0;0;0.0;0.0;0.2;25.0;32.0;78,1;20.0;26/06/2024
Vitinho;Red Bull Bragantino;17;28;BRA;RM,LM;25;0;0;0;0;49.0;1.0;0;1.0;0.3;0.0;25.0;38.0;65,8;26.0;26/06/2024
Luan Cândido;Red Bull Bragantino;17;36;BRA;CB;23;0;0;0;0;32.0;2.0;0;1.0;0.0;0.0;21.0;24.0;87,5;14.0;26/06/2024
Nathan Mendes;Red Bull Bragantino;17;45;BRA;RM;21;0;0;0;0;31.0;0.0;1;0.0;0.0;0.0;24.0;27.0;88,9;16.0;26/06/2024
Pedro Henrique;Red Bull Bragantino;17;14;BRA;CB;28;0;0;1;0;68.0;2.0;0;1.0;0.0;0.0;44.0;57.0;77,2;38.0;26/06/2024
Eduardo Santos;Red Bull Bragantino;17;3;BRA;CB;26;0;0;0;0;67.0;0.0;1;0.0;0.2;0.0;36.0;55.0;65,5;30.0;26/06/2024
Lucão;Red Bull Bragantino;17;40;BRA;GK;23;0;0;0;0;35.0;0.0;0;0.0;0.0;0.0;26.0;35.0;74,3;20.0;26/06/2024
Matheus Pereira;Cruzeiro;8;10;POR;FW;28;0;1;0;0;73.0;1.0;0;1.0;0.1;0.3;48.0;60.0;80;35.0;26/06/2024
Arthur;Cruzeiro;8;11;BRA;LW,FW;25;0;0;0;0;37.0;1.0;0;0.0;0.2;0.0;21.0;27.0;77,8;15.0;26/06/2024
Robert;Cruzeiro;8;80;BRA;RW,FW;19;0;0;0;0;11.0;0.0;0;2.0;0.1;0.0;2.0;5.0;40;8.0;26/06/2024
Gabriel Veron;Cruzeiro;8;30;BRA;RW,RM;21;1;0;0;0;28.0;2.0;0;0.0;0.3;0.0;16.0;19.0;84,2;16.0;26/06/2024
Vitor Hugo Amorim;Cruzeiro;8;22;BRA;LW;20;1;0;1;0;10.0;1.0;0;0.0;1.0;0.0;4.0;5.0;80;5.0;26/06/2024
Ramiro Benetti;Cruzeiro;8;17;BRA;LM;31;0;0;0;0;43.0;1.0;1;0.0;0.0;0.0;25.0;33.0;75,8;9.0;26/06/2024
Álvaro Barreal;Cruzeiro;8;21;ARG;LM;23;0;0;0;0;29.0;2.0;0;1.0;0.0;0.5;18.0;23.0;78,3;9.0;26/06/2024
Lucas Romero;Cruzeiro;8;29;ARG;CM;30;0;0;0;0;49.0;2.0;0;1.0;0.1;0.0;38.0;42.0;90,5;16.0;26/06/2024
Machado;Cruzeiro;8;23;BRA;CM;28;0;0;0;0;17.0;0.0;0;0.0;0.0;0.0;13.0;15.0;86,7;7.0;26/06/2024
Lucas Silva;Cruzeiro;8;16;BRA;RM,CM;31;0;0;0;0;62.0;1.0;1;4.0;0.0;0.0;45.0;49.0;91,8;23.0;26/06/2024
Kaiki;Cruzeiro;8;6;BRA;LB;21;0;0;0;0;63.0;6.0;1;1.0;0.0;0.2;33.0;43.0;76,7;20.0;26/06/2024
Lucas Villalba;Cruzeiro;8;25;ARG;LB;29;0;0;0;0;16.0;0.0;1;0.0;0.0;0.0;14.0;15.0;93,3;5.0;26/06/2024
João Marcelo;Cruzeiro;8;43;BRA;CB;24;0;0;0;0;43.0;1.0;0;0.0;0.0;0.0;33.0;34.0;97,1;21.0;26/06/2024
Zé Ivaldo;Cruzeiro;8;5;BRA;CB;27;0;0;1;0;53.0;2.0;0;2.0;0.0;0.0;30.0;39.0;76,9;22.0;26/06/2024
William;Cruzeiro;8;12;BRA;RB;29;0;0;0;0;78.0;5.0;0;0.0;0.1;0.1;46.0;58.0;79,3;23.0;26/06/2024
Anderson;Cruzeiro;8;98;BRA;GK;26;0;0;0;0;26.0;0.0;0;0.0;0.0;0.0;20.0;25.0;80;7.0;26/06/2024
Gonzalo Mastriani;Athletico Paranaense;1;9;URU;FW;31;0;0;0;0;22.0;2.0;2;2.0;0.0;0.0;4.0;8.0;50;5.0;26/06/2024
Pablo;Athletico Paranaense;1;92;BRA;FW;32;0;0;0;0;11.0;0.0;0;0.0;0.2;0.0;6.0;9.0;66,7;5.0;26/06/2024
Julimar;Athletico Paranaense;1;20;BRA;LW,RW;23;0;0;0;0;45.0;2.0;2;1.0;0.1;0.0;24.0;32.0;75;31.0;26/06/2024
Bruno Zapelli;Athletico Paranaense;1;10;ARG;RW;22;0;0;0;0;7.0;1.0;0;0.0;0.0;0.0;4.0;5.0;80;3.0;26/06/2024
Nikão;Athletico Paranaense;1;11;BRA;RW;31;0;0;0;0;32.0;0.0;0;1.0;0.0;0.0;16.0;24.0;66,7;13.0;26/06/2024
João Machado Cruz;Athletico Paranaense;1;57;BRA;LW;18;0;0;0;0;18.0;1.0;0;0.0;0.0;0.0;9.0;16.0;56,3;10.0;26/06/2024
Christian;Athletico Paranaense;1;88;BRA;AM;23;0;0;0;0;52.0;2.0;1;1.0;0.0;0.1;35.0;43.0;81,4;35.0;26/06/2024
Fernandinho;Athletico Paranaense;1;5;BRA;DM;39;0;0;1;0;61.0;2.0;1;1.0;0.0;0.0;46.0;55.0;83,6;37.0;26/06/2024
Erick;Athletico Paranaense;1;26;BRA;DM;26;0;0;0;0;39.0;1.0;1;2.0;0.1;0.0;24.0;29.0;82,8;18.0;26/06/2024
José Vitor Silva Neves;Athletico Paranaense;1;30;BRA;DM;24;0;0;0;0;15.0;1.0;0;0.0;0.1;0.0;6.0;7.0;85,7;7.0;26/06/2024
Lucas Esquivel;Athletico Paranaense;1;37;ARG;LB;22;0;0;0;0;84.0;5.0;1;2.0;0.0;0.0;59.0;69.0;85,5;33.0;26/06/2024
Thiago Heleno;Athletico Paranaense;1;44;BRA;CB;35;0;0;1;0;71.0;1.0;2;1.0;0.1;0.0;57.0;62.0;91,9;38.0;26/06/2024
Kaique Rocha;Athletico Paranaense;1;4;BRA;CB;23;0;0;0;0;69.0;1.0;1;2.0;0.1;0.1;51.0;58.0;87,9;38.0;26/06/2024
Leonardo Godoy;Athletico Paranaense;1;29;ARG;RB;29;0;0;0;0;36.0;1.0;0;0.0;0.0;0.0;22.0;27.0;81,5;20.0;26/06/2024
Mádson;Athletico Paranaense;1;22;BRA;RB;32;0;0;0;0;32.0;0.0;0;1.0;0.0;0.2;22.0;29.0;75,9;15.0;26/06/2024
Leonardo Linck;Athletico Paranaense;1;24;BRA;GK;23;0;0;0;0;29.0;0.0;0;0.0;0.0;0.1;22.0;26.0;84,6;9.0;26/06/2024
Gabriel Taliari;Juventude;15;19;BRA;FW;27;0;0;0;0;21.0;0.0;0;0.0;0.1;0.1;10.0;14.0;71,4;12.0;26/06/2024
Gilberto;Juventude;15;9;BRA;FW;35;0;0;0;0;8.0;2.0;0;0.0;0.3;0.0;1.0;4.0;25;1.0;26/06/2024
Luis Mandaca;Juventude;15;44;BRA;AM;22;1;0;0;0;12.0;0.0;0;1.0;0.9;0.0;6.0;8.0;75;7.0;26/06/2024
Lucas Barbosa;Juventude;15;21;BRA;RW;23;1;0;0;0;56.0;5.0;1;1.0;0.5;0.7;37.0;45.0;82,2;32.0;26/06/2024
Nenê;Juventude;15;10;BRA;AM;42;0;1;0;0;39.0;1.0;0;0.0;0.0;0.2;22.0;37.0;59,5;25.0;26/06/2024
Jean Carlos Vicente;Juventude;15;20;BRA;LW,AM;32;0;0;0;0;22.0;0.0;1;0.0;0.0;0.4;11.0;18.0;61,1;10.0;26/06/2024
Caíque de Jesus Gonçalves;Juventude;15;95;BRA;DM;28;0;0;0;0;71.0;4.0;0;1.0;0.0;0.0;59.0;63.0;93,7;49.0;26/06/2024
Jadson;Juventude;15;16;BRA;DM;30;0;0;0;0;49.0;0.0;0;1.0;0.1;0.0;42.0;44.0;95,5;30.0;26/06/2024
Luis Oyama;Juventude;15;5;BRA;DM;27;0;0;0;0;20.0;2.0;0;0.0;0.0;0.0;13.0;14.0;92,9;10.0;26/06/2024
Alan Ruschel;Juventude;15;28;BRA;LB;34;0;0;1;0;68.0;2.0;2;1.0;0.0;0.0;50.0;57.0;87,7;36.0;26/06/2024
Lucas Freitas;Juventude;15;43;BRA;CB;23;0;0;0;0;72.0;0.0;0;1.0;0.0;0.0;57.0;66.0;86,4;36.0;26/06/2024
Danilo Boza;Juventude;15;4;BRA;CB;26;0;0;0;0;78.0;1.0;1;2.0;0.0;0.0;63.0;67.0;94;52.0;26/06/2024
João Lucas;Juventude;15;2;BRA;RB;26;0;0;0;0;23.0;0.0;0;0.0;0.0;0.1;16.0;21.0;76,2;15.0;26/06/2024
Ewerton;Juventude;15;14;BRA;RB;23;0;1;0;0;39.0;0.0;0;0.0;0.1;0.9;25.0;33.0;75,8;16.0;26/06/2024
Mateus Claus;Juventude;15;77;BRA;GK;29;0;0;1;0;51.0;0.0;0;0.0;0.0;0.0;41.0;46.0;89,1;28.0;26/06/2024
Pedro;Flamengo;10;9;BRA;FW;27;1;0;0;0;24.0;0.0;0;0.0;0.9;0.3;13.0;19.0;68,4;12.0;26/06/2024
Carlinhos;Flamengo;10;22;BRA;FW;27;0;0;0;0;5.0;1.0;0;0.0;0.0;0.0;3.0;4.0;75;3.0;26/06/2024
Victor Hugo;Flamengo;10;29;BRA;LW;20;0;0;0;0;26.0;0.0;0;0.0;0.0;0.0;18.0;22.0;81,8;21.0;26/06/2024
Gabriel Barbosa;Flamengo;10;99;BRA;RW,FW,LW;27;0;0;0;0;6.0;0.0;0;0.0;0.1;0.0;4.0;5.0;80;4.0;26/06/2024
Luiz Araújo;Flamengo;10;7;BRA;RW,LW,LM;28;0;1;0;0;49.0;1.0;0;2.0;0.3;0.9;28.0;40.0;70;33.0;26/06/2024
Lorran;Flamengo;10;19;BRA;AM;17;0;0;0;0;17.0;1.0;0;0.0;0.2;0.0;9.0;10.0;90;12.0;26/06/2024
Allan;Flamengo;10;21;BRA;AM,CM;27;0;0;0;0;33.0;0.0;0;1.0;0.0;0.0;27.0;31.0;87,1;21.0;26/06/2024
Gerson;Flamengo;10;8;BRA;DM;27;0;0;1;0;50.0;2.0;1;0.0;0.0;0.0;36.0;41.0;87,8;38.0;26/06/2024
David Luiz;Flamengo;10;23;BRA;RM;37;0;0;0;0;5.0;0.0;0;0.0;0.0;0.0;5.0;5.0;100;3.0;26/06/2024
Leo Ortiz;Flamengo;10;3;BRA;DM;28;0;0;0;0;51.0;1.0;1;1.0;0.0;0.0;38.0;46.0;82,6;29.0;26/06/2024
Evertton;Flamengo;10;52;BRA;CM;21;0;0;0;0;8.0;0.0;0;0.0;0.0;0.0;6.0;7.0;85,7;5.0;26/06/2024
Ayrton Lucas;Flamengo;10;6;BRA;LB;27;0;0;0;0;74.0;1.0;1;2.0;0.1;0.2;44.0;56.0;78,6;41.0;26/06/2024
Léo Pereira;Flamengo;10;4;BRA;CB;28;0;0;0;0;65.0;2.0;2;0.0;0.0;0.1;48.0;56.0;85,7;42.0;26/06/2024
Fabrício Bruno;Flamengo;10;15;BRA;CB;28;0;0;0;0;61.0;0.0;0;0.0;0.0;0.0;50.0;56.0;89,3;44.0;26/06/2024
Wesley;Flamengo;10;43;BRA;RB;20;0;0;0;0;63.0;1.0;3;1.0;0.0;0.0;40.0;51.0;78,4;45.0;26/06/2024
Agustín Rossi;Flamengo;10;1;ARG;GK;28;0;0;0;0;61.0;0.0;1;0.0;0.0;0.0;45.0;56.0;80,4;44.0;26/06/2024
Emiliano Rodríguez;Atlético Goianiense;2;9;URU;FW;20;0;0;1;0;29.0;0.0;0;0.0;0.3;0.2;15.0;19.0;78,9;18.0;26/06/2024
Derek;Atlético Goianiense;2;19;BRA;FW;26;0;0;0;0;6.0;0.0;0;0.0;0.0;0.0;5.0;6.0;83,3;2.0;26/06/2024
Luiz Fernando;Atlético Goianiense;2;11;BRA;LW;27;0;0;0;0;34.0;1.0;0;0.0;0.2;0.0;14.0;22.0;63,6;26.0;26/06/2024
Shaylon;Atlético Goianiense;2;10;BRA;RM,RW;27;0;0;1;0;51.0;0.0;1;1.0;0.1;0.5;34.0;41.0;82,9;34.0;26/06/2024
Gabriel Baralhas;Atlético Goianiense;2;8;BRA;LM;25;0;0;1;0;60.0;3.0;1;0.0;0.3;0.1;47.0;51.0;92,2;29.0;26/06/2024
Lucas Kal;Atlético Goianiense;2;5;BRA;CM;28;0;0;1;0;51.0;1.0;0;2.0;0.0;0.0;35.0;42.0;83,3;25.0;26/06/2024
Rhaldney;Atlético Goianiense;2;7;BRA;RM;25;0;0;0;0;20.0;2.0;1;1.0;0.0;0.0;10.0;12.0;83,3;12.0;26/06/2024
Alejo Cruz;Atlético Goianiense;2;18;URU;RW;23;0;0;1;0;34.0;0.0;1;0.0;0.0;0.1;21.0;29.0;72,4;17.0;26/06/2024
Max;Atlético Goianiense;2;21;BRA;RW;21;0;0;0;0;8.0;1.0;0;0.0;0.0;0.0;3.0;3.0;100;3.0;26/06/2024
Guilherme Romão;Atlético Goianiense;2;6;BRA;LB;26;0;0;0;0;50.0;3.0;0;0.0;0.1;0.0;30.0;42.0;71,4;29.0;26/06/2024
Yeferson Rodallega;Atlético Goianiense;2;17;COL;LB;23;0;0;0;0;11.0;0.0;0;1.0;0.0;0.0;5.0;9.0;55,6;4.0;26/06/2024
Luiz Felipe;Atlético Goianiense;2;4;BRA;CB;30;1;0;1;0;65.0;3.0;2;1.0;0.7;0.0;45.0;50.0;90;33.0;26/06/2024
Adriano Martins;Atlético Goianiense;2;3;BRA;CB;27;0;0;0;0;57.0;4.0;1;0.0;0.0;0.0;35.0;44.0;79,5;35.0;26/06/2024
Maguinho;Atlético Goianiense;2;2;BRA;RB;31;0;0;0;0;46.0;5.0;0;1.0;0.1;0.1;20.0;35.0;57,1;21.0;26/06/2024
Bruno Tubarão;Atlético Goianiense;2;13;BRA;RB;29;0;0;1;0;22.0;2.0;1;0.0;0.0;0.0;10.0;15.0;66,7;5.0;26/06/2024
Ronaldo;Atlético Goianiense;2;1;BRA;GK;27;0;0;0;0;26.0;0.0;0;0.0;0.0;0.0;16.0;23.0;69,6;6.0;26/06/2024
João Pedro;Grêmio;13;11;ITA;FW;32;0;0;0;0;14.0;1.0;0;1.0;0.0;0.0;8.0;8.0;100;13.0;26/06/2024
Rodrigo Ely;Grêmio;13;5;BRA;CB;30;0;0;0;0;6.0;0.0;0;0.0;0.0;0.0;3.0;4.0;75;2.0;26/06/2024
Cristian Pavón;Grêmio;13;21;ARG;LW;28;0;0;0;0;13.0;0.0;0;0.0;0.1;0.0;9.0;10.0;90;9.0;26/06/2024
Gustavo Nunes;Grêmio;13;39;BRA;LW;18;0;0;0;0;39.0;4.0;0;0.0;0.0;0.1;21.0;28.0;75;26.0;26/06/2024
Everton;Grêmio;13;13;BRA;RW;27;0;0;1;0;12.0;1.0;0;0.0;0.0;0.1;3.0;5.0;60;8.0;26/06/2024
Nathan Fernandes;Grêmio;13;32;BRA;RW;19;0;0;1;0;32.0;0.0;0;0.0;0.0;0.0;13.0;20.0;65;23.0;26/06/2024
Franco Cristaldo;Grêmio;13;10;ARG;LM,FW;27;0;1;0;0;73.0;2.0;1;1.0;0.3;0.1;47.0;60.0;78,3;45.0;26/06/2024
João Pedro Pepê;Grêmio;13;23;BRA;CM;26;0;0;0;0;44.0;2.0;0;1.0;0.0;0.0;36.0;38.0;94,7;33.0;26/06/2024
Edenílson;Grêmio;13;15;BRA;RM,CM;34;0;0;1;0;15.0;0.0;0;0.0;0.0;0.0;12.0;13.0;92,3;8.0;26/06/2024
Dodi;Grêmio;13;17;BRA;RM,CM;28;0;0;0;0;43.0;0.0;1;1.0;0.0;0.0;30.0;35.0;85,7;25.0;26/06/2024
Reinaldo;Grêmio;13;6;BRA;LB;34;1;0;0;0;72.0;3.0;1;1.0;0.0;0.0;44.0;53.0;83;38.0;26/06/2024
Walter Kannemann;Grêmio;13;4;ARG;CB;33;0;0;1;0;47.0;0.0;1;2.0;0.0;0.0;27.0;37.0;73;20.0;26/06/2024
Gustavo Martins Santos;Grêmio;13;53;BRA;CB;21;0;0;0;0;45.0;0.0;2;1.0;0.0;0.0;27.0;33.0;81,8;17.0;26/06/2024
Du Queiroz;Grêmio;13;37;BRA;LM,CB;24;0;0;0;0;18.0;1.0;0;0.0;0.0;0.0;12.0;13.0;92,3;12.0;26/06/2024
Agustín Marchesín;Grêmio;13;1;ARG;GK;36;0;0;0;0;32.0;0.0;0;0.0;0.0;0.0;23.0;32.0;71,9;18.0;26/06/2024
Yuri Alberto;Corinthians;6;9;BRA;RW,FW;23;0;0;0;0;31.0;1.0;0;1.0;0.3;0.0;12.0;19.0;63,2;19.0;26/06/2024
Gustavo Mosquito;Corinthians;6;19;BRA;LW;26;0;0;0;0;21.0;1.0;0;0.0;0.0;0.1;14.0;19.0;73,7;13.0;26/06/2024
Rodrigo Garro;Corinthians;6;10;ARG;AM,RW;26;0;0;0;0;83.0;0.0;1;1.0;0.1;0.2;43.0;77.0;55,8;46.0;26/06/2024
Igor Coronado;Corinthians;6;77;BRA;DM,AM;31;0;0;0;0;74.0;0.0;1;2.0;0.1;0.2;47.0;63.0;74,6;49.0;26/06/2024
Kayke;Corinthians;6;31;BRA;DM;20;0;0;0;0;11.0;0.0;0;0.0;0.0;0.0;8.0;8.0;100;8.0;26/06/2024
Raniele;Corinthians;6;14;BRA;CB,DM;27;0;0;0;0;60.0;3.0;1;1.0;0.2;0.1;41.0;49.0;83,7;29.0;26/06/2024
Breno;Corinthians;6;27;BRA;DM;19;0;0;0;0;97.0;4.0;4;1.0;0.0;0.1;75.0;85.0;88,2;53.0;26/06/2024
Hugo;Corinthians;6;46;BRA;LB;26;0;0;0;0;73.0;3.0;1;0.0;0.1;0.0;51.0;61.0;83,6;32.0;26/06/2024
Matheus Bidu;Corinthians;6;21;BRA;LB;25;1;0;0;0;22.0;0.0;2;0.0;0.1;0.0;15.0;18.0;83,3;10.0;26/06/2024
Caetano;Corinthians;6;4;BRA;CB;25;0;0;0;0;18.0;0.0;0;0.0;0.0;0.0;15.0;16.0;93,8;13.0;26/06/2024
Pedro Raul;Corinthians;6;20;BRA;FW;27;0;0;0;0;22.0;2.0;0;1.0;0.2;0.1;9.0;11.0;81,8;11.0;26/06/2024
Cacá;Corinthians;6;25;BRA;CB;25;0;0;1;0;50.0;2.0;0;1.0;0.1;0.0;34.0;39.0;87,2;22.0;26/06/2024
Léo Mana;Corinthians;6;35;BRA;RB;20;0;0;1;0;33.0;2.0;1;2.0;0.0;0.0;23.0;27.0;85,2;15.0;26/06/2024
Matheuzinho;Corinthians;6;2;BRA;RB;23;0;0;1;0;40.0;0.0;0;1.0;0.0;0.0;33.0;39.0;84,6;18.0;26/06/2024
Matheus Donelli;Corinthians;6;32;BRA;GK;22;0;0;0;0;16.0;0.0;0;0.0;0.0;0.0;12.0;13.0;92,3;9.0;26/06/2024
Isidro Pitta;Cuiabá;9;9;PAR;FW;24;0;0;0;0;37.0;1.0;0;1.0;0.9;0.0;11.0;22.0;50;20.0;26/06/2024
Bruno Fabiano Alves;Cuiabá;9;34;BRA;CB;33;0;0;0;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;26/06/2024
Clayson;Cuiabá;9;25;BRA;LW;29;0;0;1;0;29.0;0.0;1;0.0;0.1;0.0;12.0;16.0;75;22.0;26/06/2024
Derik Lacerda;Cuiabá;9;22;BRA;LW,FW;24;0;0;0;0;19.0;0.0;1;0.0;0.2;0.1;10.0;13.0;76,9;13.0;26/06/2024
Jonathan Cafu;Cuiabá;9;7;BRA;RW;32;0;0;0;0;26.0;2.0;0;0.0;0.0;0.0;13.0;19.0;68,4;17.0;26/06/2024
Eliel Chrystian;Cuiabá;9;11;BRA;RW,FW;21;0;0;0;0;7.0;0.0;0;0.0;0.0;0.0;3.0;4.0;75;4.0;26/06/2024
Denilson;Cuiabá;9;27;BRA;LM;23;0;0;0;0;33.0;1.0;0;0.0;0.0;0.0;28.0;28.0;100;24.0;26/06/2024
Lucas Fernandes;Cuiabá;9;18;BRA;LM,CM;26;0;0;1;0;9.0;0.0;1;0.0;0.1;0.0;4.0;4.0;100;6.0;26/06/2024
Lucas Mineiro;Cuiabá;9;30;BRA;CM;28;0;0;0;0;38.0;5.0;0;5.0;0.0;0.0;18.0;22.0;81,8;16.0;26/06/2024
Filipe Augusto;Cuiabá;9;5;BRA;RM;30;0;0;1;0;32.0;1.0;1;3.0;0.0;0.0;16.0;19.0;84,2;10.0;26/06/2024
Fernando Sobral;Cuiabá;9;88;BRA;RM,CM;29;0;0;0;0;21.0;2.0;0;2.0;0.1;0.1;9.0;12.0;75;8.0;26/06/2024
Ramon;Cuiabá;9;23;BRA;LB;23;0;0;0;0;56.0;2.0;2;0.0;0.0;0.0;34.0;42.0;81;26.0;26/06/2024
